abilities,artist,ancientTrait,attacks,cardmarket,convertedRetreatCost,evolvesFrom,flavorText,hp,id,images,legalities,regulationMark,name,nationalPokedexNumbers,number,rarity,resistances,retreatCost,rules,set,subtypes,supertype,tcgplayer,types,weaknesses
,Yusuke Ohmura,,,"Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-73', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.3, lowPrice=0.04, trendPrice=0.27, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=1.0, reverseHoloLow=0.1, reverseHoloTrend=0.87, lowPriceExPlus=0.04, avg1=0.03, avg7=0.3, avg30=0.29, reverseHoloAvg1=1.0, reverseHoloAvg7=0.48, reverseHoloAvg30=0.75))",,,,,g1-73,"CardImage(small='https://images.pokemontcg.io/g1/73.png', large='https://images.pokemontcg.io/g1/73_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Team Flare Grunt,,73,Uncommon,,,"[""Discard an Energy attached to your opponent's Active Pokémon."", 'You may play only 1 Supporter card during your turn (before your attack).']","Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Supporter'],Trainer,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-73', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.1, mid=0.36, high=2.81, market=0.33, directLow=None), holofoil=None, reverseHolofoil=TCGPrice(low=0.23, mid=0.75, high=2.03, market=0.94, directLow=None), firstEditionHolofoil=None, firstEditionNormal=None))",,
,5ban Graphics,,,"Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-74', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.36, lowPrice=0.1, trendPrice=0.55, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=0.3, reverseHoloTrend=1.06, lowPriceExPlus=0.1, avg1=0.5, avg7=0.44, avg30=0.72, reverseHoloAvg1=0.8, reverseHoloAvg7=1.03, reverseHoloAvg30=1.34))",,,,,g1-74,"CardImage(small='https://images.pokemontcg.io/g1/74.png', large='https://images.pokemontcg.io/g1/74_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Double Colorless Energy,,74,Uncommon,,,['Double Colorless Energy provides ColorlessColorless Energy.'],"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Special'],Energy,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-74', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.29, mid=0.55, high=3.15, market=0.55, directLow=None), holofoil=None, reverseHolofoil=TCGPrice(low=0.45, mid=0.7, high=3.11, market=0.87, directLow=None), firstEditionHolofoil=None, firstEditionNormal=None))",,
,,,,"Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-76', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.14, lowPrice=0.02, trendPrice=0.16, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=2.0, reverseHoloLow=1.79, reverseHoloTrend=4.13, lowPriceExPlus=0.02, avg1=0.32, avg7=0.25, avg30=0.24, reverseHoloAvg1=2.0, reverseHoloAvg7=4.13, reverseHoloAvg30=4.06))",,,,,g1-76,"CardImage(small='https://images.pokemontcg.io/g1/76.png', large='https://images.pokemontcg.io/g1/76_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard='Legal')",,Fire Energy,,76,Common,,,,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Energy,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-76', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.19, mid=0.64, high=8.46, market=0.64, directLow=None), holofoil=None, reverseHolofoil=TCGPrice(low=2.99, mid=3.54, high=4.95, market=3.54, directLow=None), firstEditionHolofoil=None, firstEditionNormal=None))",,
,,,,"Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-75', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.24, lowPrice=0.05, trendPrice=0.23, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=3.5, reverseHoloLow=0.15, reverseHoloTrend=2.59, lowPriceExPlus=0.05, avg1=0.1, avg7=0.2, avg30=0.27, reverseHoloAvg1=3.5, reverseHoloAvg7=2.55, reverseHoloAvg30=3.28))",,,,,g1-75,"CardImage(small='https://images.pokemontcg.io/g1/75.png', large='https://images.pokemontcg.io/g1/75_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard='Legal')",,Grass Energy,,75,Common,,,,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Energy,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-75', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.1, mid=0.5, high=2.0, market=0.6, directLow=None), holofoil=None, reverseHolofoil=TCGPrice(low=3.05, mid=3.99, high=5.0, market=4.46, directLow=None), firstEditionHolofoil=None, firstEditionNormal=None))",,
,,,,"Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-79', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.24, lowPrice=0.02, trendPrice=0.2, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=7.74, reverseHoloLow=2.49, reverseHoloTrend=9.08, lowPriceExPlus=0.02, avg1=0.13, avg7=0.21, avg30=0.27, reverseHoloAvg1=3.49, reverseHoloAvg7=7.95, reverseHoloAvg30=8.11))",,,,,g1-79,"CardImage(small='https://images.pokemontcg.io/g1/79.png', large='https://images.pokemontcg.io/g1/79_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard='Legal')",,Psychic Energy,,79,Common,,,,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Energy,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-79', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.25, mid=0.66, high=2.24, market=0.66, directLow=1.16), holofoil=None, reverseHolofoil=TCGPrice(low=2.1, mid=4.43, high=6.64, market=4.03, directLow=None), firstEditionHolofoil=None, firstEditionNormal=None))",,
,,,,"Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-77', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.0, lowPrice=100.0, trendPrice=0.05, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=0.0, reverseHoloTrend=0.0, lowPriceExPlus=100.0, avg1=0.05, avg7=0.05, avg30=0.05, reverseHoloAvg1=0.0, reverseHoloAvg7=0.0, reverseHoloAvg30=0.0))",,,,,g1-77,"CardImage(small='https://images.pokemontcg.io/g1/77.png', large='https://images.pokemontcg.io/g1/77_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard='Legal')",,Water Energy,,77,Common,,,,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Energy,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-77', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.6, mid=0.79, high=2.0, market=0.8, directLow=0.98), holofoil=None, reverseHolofoil=TCGPrice(low=2.34, mid=5.0, high=9.99, market=4.87, directLow=None), firstEditionHolofoil=None, firstEditionNormal=None))",,
,,,,"Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-78', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.24, lowPrice=0.02, trendPrice=0.26, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=5.77, reverseHoloLow=0.29, reverseHoloTrend=5.55, lowPriceExPlus=0.02, avg1=0.18, avg7=0.2, avg30=0.21, reverseHoloAvg1=4.0, reverseHoloAvg7=4.86, reverseHoloAvg30=5.1))",,,,,g1-78,"CardImage(small='https://images.pokemontcg.io/g1/78.png', large='https://images.pokemontcg.io/g1/78_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard='Legal')",,Lightning Energy,,78,Common,,,,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Energy,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-78', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.25, mid=0.5, high=3.32, market=0.55, directLow=0.99), holofoil=None, reverseHolofoil=TCGPrice(low=2.43, mid=3.98, high=6.5, market=3.63, directLow=3.2), firstEditionHolofoil=None, firstEditionNormal=None))",,
,,,,"Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-81', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.18, lowPrice=0.02, trendPrice=0.19, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=2.88, reverseHoloLow=0.5, reverseHoloTrend=4.99, lowPriceExPlus=0.02, avg1=0.2, avg7=0.21, avg30=0.27, reverseHoloAvg1=3.5, reverseHoloAvg7=3.47, reverseHoloAvg30=4.19))",,,,,g1-81,"CardImage(small='https://images.pokemontcg.io/g1/81.png', large='https://images.pokemontcg.io/g1/81_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard='Legal')",,Darkness Energy,,81,Common,,,,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Energy,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-81', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.23, mid=0.66, high=8.39, market=0.69, directLow=None), holofoil=None, reverseHolofoil=TCGPrice(low=3.2, mid=4.72, high=7.99, market=4.36, directLow=5.77), firstEditionHolofoil=None, firstEditionNormal=None))",,
,,,,"Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-82', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.0, lowPrice=0.15, trendPrice=0.02, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=0.0, reverseHoloTrend=0.0, lowPriceExPlus=0.15, avg1=0.16, avg7=0.16, avg30=0.16, reverseHoloAvg1=0.16, reverseHoloAvg7=0.16, reverseHoloAvg30=0.16))",,,,,g1-82,"CardImage(small='https://images.pokemontcg.io/g1/82.png', large='https://images.pokemontcg.io/g1/82_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard='Legal')",,Metal Energy,,82,Common,,,,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Energy,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-82', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.15, mid=0.56, high=1.71, market=0.57, directLow=0.36), holofoil=None, reverseHolofoil=TCGPrice(low=3.35, mid=4.64, high=5.14, market=4.8, directLow=4.63), firstEditionHolofoil=None, firstEditionNormal=None))",,
,Akira Komayama,,"[Attack(name='Call for Support', cost=['Colorless'], convertedEnergyCost=1, damage='', text='Search your deck for a Supporter card, reveal it, and put it into your hand. Shuffle your deck afterward.'), Attack(name='Slash', cost=['Fire', 'Fire', 'Colorless'], convertedEnergyCost=3, damage='80', text='')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC4', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=4.49, lowPrice=1.0, trendPrice=4.36, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=3.96, reverseHoloLow=0.0, reverseHoloTrend=10.99, lowPriceExPlus=2.86, avg1=3.5, avg7=5.37, avg30=4.47, reverseHoloAvg1=3.96, reverseHoloAvg7=9.06, reverseHoloAvg30=3.81))",2,Charmander,My precious friend who is always with me. I have so many things I want to tell you.,90,g1-RC4,"CardImage(small='https://images.pokemontcg.io/g1/RC4.png', large='https://images.pokemontcg.io/g1/RC4_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Charmeleon,[5],RC4,Common,,"['Colorless', 'Colorless']",,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Stage 1'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC4', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=8.0, mid=13.59, high=29.99, market=13.59, directLow=None), holofoil=None, reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Fire'],"[Weakness(type='Water', value='×2')]"
"[Ability(name='Flash Fire', text='Once during your turn (before your attack), you may move a Fire Energy from 1 of your Pokémon to this Pokémon.', type='Ability')]",Atsuko Nishida,,"[Attack(name='Blaze Ball', cost=['Colorless', 'Colorless', 'Colorless'], convertedEnergyCost=3, damage='50+', text='This attack does 20 more damage for each Fire Energy attached to this Pokémon.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC6', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=25.67, lowPrice=10.0, trendPrice=30.96, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=0.0, reverseHoloTrend=9.12, lowPriceExPlus=15.0, avg1=34.79, avg7=29.85, avg30=24.94, reverseHoloAvg1=8.0, reverseHoloAvg7=9.44, reverseHoloAvg30=9.35))",2,,,170,g1-RC6,"CardImage(small='https://images.pokemontcg.io/g1/RC6.png', large='https://images.pokemontcg.io/g1/RC6_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Flareon-EX,[136],RC6,Rare Holo EX,,"['Colorless', 'Colorless']","['Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.']","Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')","['Basic', 'EX']",Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC6', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=27.5, mid=45.72, high=99.99, market=49.63, directLow=62.04), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Fire'],"[Weakness(type='Water', value='×2')]"
,Sanosuke Sakuma,,"[Attack(name='Run Around', cost=['Colorless'], convertedEnergyCost=1, damage='', text='Switch this Pokémon with 1 of your Benched Pokémon.'), Attack(name='Vine Whip', cost=['Grass', 'Colorless'], convertedEnergyCost=2, damage='20', text='')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC1', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=1.9, lowPrice=0.45, trendPrice=1.77, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=0.0, reverseHoloTrend=1.3, lowPriceExPlus=1.0, avg1=1.68, avg7=1.69, avg30=1.95, reverseHoloAvg1=1.0, reverseHoloAvg7=0.56, reverseHoloAvg30=0.51))",1,,"Running around, climbing trees, playing hide-and-seek! Another wonderful day begins!",50,g1-RC1,"CardImage(small='https://images.pokemontcg.io/g1/RC1.png', large='https://images.pokemontcg.io/g1/RC1_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Chikorita,[152],RC1,Common,,['Colorless'],,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC1', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=2.99, mid=9.76, high=18.89, market=9.91, directLow=4.41), holofoil=None, reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Grass'],"[Weakness(type='Fire', value='×2')]"
,Akira Komayama,,"[Attack(name='Recall', cost=['Colorless'], convertedEnergyCost=1, damage='', text=""Choose 1 of this Pokémon's attacks from its previous Evolutions and use it as this attack.""), Attack(name='Combustion Blast', cost=['Fire', 'Fire', 'Colorless', 'Colorless'], convertedEnergyCost=4, damage='130', text=""This Pokémon can't use Combustion Blast during your next turn."")]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC5', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=12.17, lowPrice=4.0, trendPrice=12.97, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=11.96, reverseHoloLow=6.0, reverseHoloTrend=12.1, lowPriceExPlus=6.0, avg1=18.06, avg7=13.67, avg30=13.11, reverseHoloAvg1=9.99, reverseHoloAvg7=10.77, reverseHoloAvg30=13.34))",3,Charmeleon,"No matter what happens, if we stick together, we can get past it. Forever and ever.",160,g1-RC5,"CardImage(small='https://images.pokemontcg.io/g1/RC5.png', large='https://images.pokemontcg.io/g1/RC5_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Charizard,[6],RC5,Uncommon,,"['Colorless', 'Colorless', 'Colorless']",,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Stage 2'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC5', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=16.95, mid=28.14, high=999.99, market=28.45, directLow=25.53), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Fire'],"[Weakness(type='Water', value='×2')]"
